review_id,review_text,sentiment,rating,product_category
101,"Works like a charm, absolutely fantastic. Amazing!",positive,5,Toys
1126,Stopped working within a week of purchase. Zero stars.,negative,1,Books
670,"Does not work as advertised, very misleading. Never again.",negative,1,Toys
1376,"Does what it says, no more no less. Average.",neutral,3,Electronics
267,The quality exceeded my expectations completely. Amazing!,positive,5,Sports
679,"Low quality materials, very bad build. Garbage.",negative,2,Clothing
297,"Perfect in every way, could not ask for more. Loved it.",positive,5,Beauty
530,"Delighted with this purchase, thank you so much. Great!",positive,5,Electronics
945,"Very poor quality, fell apart immediately. Garbage.",negative,2,Electronics
1014,"Completely disappointed, total waste of money. Very bad.",negative,1,Electronics
951,"Defective product, very frustrating experience. Zero stars.",negative,1,Books
378,"Highly satisfied customer, great product overall. Great!",positive,5,Home & Kitchen
287,The best thing I have bought this year. Amazing!,positive,4,Toys
1439,Works fine for occasional use I suppose. Maybe try it.,neutral,3,Electronics
731,Extremely unhappy with this purchase. Zero stars.,negative,2,Beauty
127,"Excellent value for money, very happy with my purchase. 10/10!",positive,5,Toys
328,The quality exceeded my expectations completely. Amazing!,positive,5,Electronics
293,Outstanding customer service and great product quality. 10/10!,positive,5,Toys
549,"Fantastic experience, highly recommend to everyone. Amazing!",positive,5,Electronics
728,"Low quality materials, very bad build. Zero stars.",negative,1,Clothing
909,Extremely unhappy with this purchase. Awful.,negative,1,Home & Kitchen
356,The quality exceeded my expectations completely. 10/10!,positive,5,Books
171,Great craftsmanship and very durable product. 10/10!,positive,5,Toys
967,"Complete garbage, avoid at all costs. Zero stars.",negative,1,Clothing
1134,"Low quality materials, very bad build. Never again.",negative,1,Toys
652,"Nothing like described, very disappointing. Garbage.",negative,2,Automotive
210,"This changed my life, absolutely brilliant product. 10/10!",positive,4,Toys
1398,"Average product, does the job I suppose. Average.",neutral,3,Clothing
141,"Fantastic experience, highly recommend to everyone. 10/10!",positive,5,Beauty
1084,"Low quality materials, very bad build. Garbage.",negative,1,Toys
991,"Does not work as advertised, very misleading. Never again.",negative,1,Toys
651,"Broke immediately, absolutely worthless. Zero stars.",negative,1,Home & Kitchen
1189,"Low quality materials, very bad build. Never again.",negative,1,Beauty
1499,"Average product, does the job I suppose. Average.",neutral,3,Automotive
486,"Highly satisfied customer, great product overall. Loved it.",positive,5,Beauty
528,Great craftsmanship and very durable product. Loved it.,positive,4,Home & Kitchen
200,The quality exceeded my expectations completely. Highly recommended!,positive,5,Electronics
890,"Absolute nightmare, returning this immediately. Very bad.",negative,1,Beauty
845,"Completely disappointed, total waste of money. Zero stars.",negative,2,Toys
1069,"Terrible product, broke after just one day of use. Awful.",negative,1,Toys
1206,Works fine for occasional use I suppose. Fair enough.,neutral,3,Toys
1055,"Worst purchase ever, totally useless product. Zero stars.",negative,2,Clothing
11,"Perfect in every way, could not ask for more. Highly recommended!",positive,5,Books
148,The best thing I have bought this year. Great!,positive,5,Home & Kitchen
722,Stopped working within a week of purchase. Awful.,negative,2,Clothing
283,"Best purchase I have ever made, works perfectly. Great!",positive,4,Clothing
299,"This changed my life, absolutely brilliant product. Amazing!",positive,5,Toys
614,"Absolute nightmare, returning this immediately. Never again.",negative,2,Home & Kitchen
292,The quality exceeded my expectations completely. 10/10!,positive,4,Clothing
650,Terrible smell and poor packaging overall. Awful.,negative,1,Electronics
599,"Fantastic experience, highly recommend to everyone. Great!",positive,4,Clothing
1044,"Low quality materials, very bad build. Zero stars.",negative,2,Electronics
553,Great craftsmanship and very durable product. Loved it.,positive,5,Electronics
1299,"It works as described, nothing special about it. Average.",neutral,3,Toys
130,The quality exceeded my expectations completely. Amazing!,positive,5,Beauty
1062,Customer support is nonexistent and unhelpful. Never again.,negative,2,Books
332,"This changed my life, absolutely brilliant product. Loved it.",positive,5,Automotive
324,Five stars! Will definitely buy again. 10/10!,positive,5,Home & Kitchen
681,Customer support is nonexistent and unhelpful. Zero stars.,negative,1,Clothing
479,"Delighted with this purchase, thank you so much. 10/10!",positive,4,Automotive
562,"Excellent value for money, very happy with my purchase. 10/10!",positive,5,Clothing
136,"Excellent value for money, very happy with my purchase. 10/10!",positive,5,Beauty
507,Great craftsmanship and very durable product. Great!,positive,5,Clothing
514,"Superb quality and fast delivery, very satisfied. Loved it.",positive,5,Electronics
1372,"Neither great nor terrible, just okay overall. It is alright.",neutral,3,Automotive
436,Outstanding customer service and great product quality. 10/10!,positive,5,Books
874,"Regret buying this, complete waste of money. Awful.",negative,1,Sports
1463,"It works as described, nothing special about it. Fair enough.",neutral,3,Toys
753,Terrible smell and poor packaging overall. Zero stars.,negative,1,Electronics
666,"Absolute nightmare, returning this immediately. Zero stars.",negative,2,Automotive
159,"Perfect in every way, could not ask for more. Amazing!",positive,5,Sports
1254,"It is alright, not what I expected though. It is alright.",neutral,3,Sports
1293,"Product arrived on time, seems okay so far. Your call.",neutral,3,Books
576,"Best purchase I have ever made, works perfectly. Amazing!",positive,5,Toys
353,"Simply outstanding, exceeded all my hopes. Highly recommended!",positive,5,Clothing
938,"Nothing like described, very disappointing. Very bad.",negative,1,Sports
1296,"Delivery was fine, product is functional enough. Maybe try it.",neutral,3,Electronics
1393,"Delivery was fine, product is functional enough. Average.",neutral,3,Clothing
1301,"Average product, does the job I suppose. It is alright.",neutral,3,Home & Kitchen
592,"This product is absolutely amazing, I love it so much! Highly recommended!",positive,5,Beauty
665,Terrible smell and poor packaging overall. Garbage.,negative,2,Electronics
196,"Superb quality and fast delivery, very satisfied. Loved it.",positive,4,Books
1241,Mediocre quality but works for now. It is alright.,neutral,3,Books
1049,Customer support is nonexistent and unhelpful. Garbage.,negative,2,Home & Kitchen
439,"Highly satisfied customer, great product overall. Highly recommended!",positive,4,Electronics
1436,Works fine for occasional use I suppose. It is alright.,neutral,3,Automotive
644,"Awful customer service, no help whatsoever. Garbage.",negative,1,Beauty
97,Wonderful experience from start to finish. 10/10!,positive,4,Sports
585,Great craftsmanship and very durable product. Great!,positive,4,Electronics
1215,Acceptable for the price point given. Fair enough.,neutral,3,Beauty
157,"Incredible performance, beats all competitors easily. Amazing!",positive,5,Clothing
420,"Perfect in every way, could not ask for more. 10/10!",positive,5,Toys
411,The quality exceeded my expectations completely. 10/10!,positive,5,Sports
1223,Acceptable for the price point given. Fair enough.,neutral,3,Home & Kitchen
478,"Works like a charm, absolutely fantastic. 10/10!",positive,5,Toys
515,"Love everything about this, truly wonderful. Highly recommended!",positive,5,Home & Kitchen
1286,"Delivery was fine, product is functional enough. Fair enough.",neutral,3,Beauty
1454,"Does what it says, no more no less. Fair enough.",neutral,3,Sports
1119,"Low quality materials, very bad build. Zero stars.",negative,1,Sports
448,Five stars! Will definitely buy again. Highly recommended!,positive,4,Beauty
179,Outstanding customer service and great product quality. Amazing!,positive,4,Books
391,Outstanding customer service and great product quality. 10/10!,positive,4,Beauty
1290,"Standard quality product, as expected for price. Fair enough.",neutral,3,Toys
1308,"It works as described, nothing special about it. Average.",neutral,3,Clothing
1367,"Meets basic requirements, nothing more to say. Average.",neutral,3,Automotive
1048,"Regret buying this, complete waste of money. Awful.",negative,2,Home & Kitchen
1143,"Completely disappointed, total waste of money. Zero stars.",negative,1,Clothing
635,"Absolute nightmare, returning this immediately. Zero stars.",negative,1,Automotive
866,"Completely disappointed, total waste of money. Garbage.",negative,1,Automotive
788,"Low quality materials, very bad build. Awful.",negative,1,Electronics
745,"Terrible product, broke after just one day of use. Very bad.",negative,1,Books
860,"Absolute nightmare, returning this immediately. Very bad.",negative,2,Automotive
295,"Simply outstanding, exceeded all my hopes. Highly recommended!",positive,4,Beauty
545,"Excellent value for money, very happy with my purchase. Great!",positive,5,Electronics
1363,"Meets basic requirements, nothing more to say. Average.",neutral,3,Books
89,"Fantastic experience, highly recommend to everyone. 10/10!",positive,5,Home & Kitchen
1032,"Awful customer service, no help whatsoever. Awful.",negative,2,Beauty
1380,"It is alright, not what I expected though. Fair enough.",neutral,3,Toys
577,"Incredible performance, beats all competitors easily. 10/10!",positive,4,Beauty
907,The product is dangerous and poorly made. Garbage.,negative,2,Clothing
1388,"Delivery was fine, product is functional enough. Average.",neutral,3,Sports
1092,"Horrible experience, would never buy again. Zero stars.",negative,2,Sports
944,"Broke immediately, absolutely worthless. Very bad.",negative,1,Sports
291,"Best purchase I have ever made, works perfectly. Amazing!",positive,4,Automotive
1419,"Neither great nor terrible, just okay overall. It is alright.",neutral,3,Beauty
1019,"Nothing like described, very disappointing. Garbage.",negative,1,Books
349,"Delighted with this purchase, thank you so much. Loved it.",positive,5,Toys
568,Wonderful experience from start to finish. Highly recommended!,positive,4,Electronics
1413,Mediocre quality but works for now. Fair enough.,neutral,3,Automotive
1059,"Defective product, very frustrating experience. Garbage.",negative,1,Clothing
600,The best thing I have bought this year. Amazing!,positive,4,Toys
459,"Excellent value for money, very happy with my purchase. Loved it.",positive,5,Toys
376,"Simply outstanding, exceeded all my hopes. Great!",positive,4,Sports
334,"Highly satisfied customer, great product overall. Highly recommended!",positive,4,Beauty
757,"Awful customer service, no help whatsoever. Awful.",negative,1,Clothing
1324,Mediocre quality but works for now. Maybe try it.,neutral,3,Sports
712,"Horrible experience, would never buy again. Never again.",negative,2,Clothing
1390,Acceptable for the price point given. Fair enough.,neutral,3,Home & Kitchen
567,Great craftsmanship and very durable product. Loved it.,positive,5,Electronics
329,"This product is absolutely amazing, I love it so much! Amazing!",positive,5,Books
319,"Works like a charm, absolutely fantastic. Amazing!",positive,5,Beauty
1303,"Product arrived on time, seems okay so far. It is alright.",neutral,3,Toys
953,"Completely disappointed, total waste of money. Awful.",negative,1,Automotive
13,"Delighted with this purchase, thank you so much. Loved it.",positive,4,Books
172,"Superb quality and fast delivery, very satisfied. 10/10!",positive,5,Sports
261,"Best purchase I have ever made, works perfectly. Amazing!",positive,5,Books
820,Overpriced junk that does not function at all. Very bad.,negative,1,Toys
1495,"It works as described, nothing special about it. Fair enough.",neutral,3,Toys
797,"Does not work as advertised, very misleading. Never again.",negative,1,Electronics
139,Wonderful experience from start to finish. Highly recommended!,positive,4,Electronics
550,Five stars! Will definitely buy again. Great!,positive,4,Books
616,"Low quality materials, very bad build. Zero stars.",negative,1,Beauty
846,"Complete garbage, avoid at all costs. Very bad.",negative,1,Books
778,"Nothing like described, very disappointing. Very bad.",negative,1,Automotive
559,"Incredible performance, beats all competitors easily. Amazing!",positive,5,Toys
140,"Highly satisfied customer, great product overall. Loved it.",positive,5,Automotive
1310,"Product arrived on time, seems okay so far. Average.",neutral,3,Beauty
1024,"Absolute nightmare, returning this immediately. Zero stars.",negative,1,Home & Kitchen
225,Outstanding customer service and great product quality. Amazing!,positive,5,Automotive
964,"Regret buying this, complete waste of money. Very bad.",negative,1,Toys
410,Great craftsmanship and very durable product. 10/10!,positive,4,Toys
326,"This product is absolutely amazing, I love it so much! Amazing!",positive,5,Beauty
300,"Incredible performance, beats all competitors easily. Loved it.",positive,4,Automotive
994,"Low quality materials, very bad build. Garbage.",negative,1,Sports
1033,"Absolute nightmare, returning this immediately. Very bad.",negative,2,Toys
671,"Regret buying this, complete waste of money. Awful.",negative,2,Sports
1480,Acceptable for the price point given. Your call.,neutral,3,Home & Kitchen
947,Extremely unhappy with this purchase. Very bad.,negative,2,Books
1270,"Average product, does the job I suppose. It is alright.",neutral,3,Beauty
574,Wonderful experience from start to finish. Amazing!,positive,5,Toys
504,Great craftsmanship and very durable product. Loved it.,positive,5,Beauty
1038,Customer support is nonexistent and unhelpful. Zero stars.,negative,1,Home & Kitchen
4,The quality exceeded my expectations completely. Loved it.,positive,4,Home & Kitchen
1469,Acceptable for the price point given. Average.,neutral,3,Electronics
468,"Fantastic experience, highly recommend to everyone. Highly recommended!",positive,5,Home & Kitchen
322,"Simply outstanding, exceeded all my hopes. 10/10!",positive,5,Electronics
6,"Perfect in every way, could not ask for more. Highly recommended!",positive,4,Sports
974,"Awful customer service, no help whatsoever. Zero stars.",negative,1,Electronics
548,Outstanding customer service and great product quality. 10/10!,positive,4,Home & Kitchen
1477,Acceptable for the price point given. Fair enough.,neutral,3,Clothing
40,The best thing I have bought this year. Highly recommended!,positive,5,Clothing
543,Wonderful experience from start to finish. Great!,positive,5,Clothing
243,The quality exceeded my expectations completely. Highly recommended!,positive,5,Beauty
137,"This product is absolutely amazing, I love it so much! Amazing!",positive,5,Toys
603,"Worst purchase ever, totally useless product. Never again.",negative,1,Electronics
773,The product is dangerous and poorly made. Awful.,negative,1,Beauty
847,"Awful customer service, no help whatsoever. Never again.",negative,1,Books
1091,"Complete garbage, avoid at all costs. Zero stars.",negative,2,Beauty
1366,"Does what it says, no more no less. Maybe try it.",neutral,3,Sports
582,Great craftsmanship and very durable product. 10/10!,positive,5,Sports
1475,"Standard quality product, as expected for price. Maybe try it.",neutral,3,Automotive
789,"Awful customer service, no help whatsoever. Zero stars.",negative,1,Sports
1389,"It is alright, not what I expected though. Fair enough.",neutral,3,Beauty
377,Really impressed with how well this works. 10/10!,positive,5,Automotive
315,"Perfect in every way, could not ask for more. 10/10!",positive,5,Clothing
443,Five stars! Will definitely buy again. Highly recommended!,positive,5,Sports
320,Five stars! Will definitely buy again. Highly recommended!,positive,5,Books
1479,Works fine for occasional use I suppose. Average.,neutral,3,Electronics
794,"Defective product, very frustrating experience. Garbage.",negative,2,Books
1133,"Broke immediately, absolutely worthless. Garbage.",negative,2,Home & Kitchen
425,"Superb quality and fast delivery, very satisfied. Amazing!",positive,5,Home & Kitchen
554,"Simply outstanding, exceeded all my hopes. 10/10!",positive,5,Home & Kitchen
595,"Superb quality and fast delivery, very satisfied. Amazing!",positive,5,Books
894,"Nothing like described, very disappointing. Garbage.",negative,1,Sports
1482,"Average product, does the job I suppose. Maybe try it.",neutral,3,Clothing
1218,"Standard quality product, as expected for price. Your call.",neutral,3,Automotive
1165,The product is dangerous and poorly made. Awful.,negative,1,Electronics
228,"Excellent value for money, very happy with my purchase. Amazing!",positive,5,Electronics
715,"Does not work as advertised, very misleading. Garbage.",negative,1,Automotive
811,"Low quality materials, very bad build. Garbage.",negative,1,Clothing
980,Extremely unhappy with this purchase. Never again.,negative,1,Beauty
1076,Customer support is nonexistent and unhelpful. Very bad.,negative,2,Electronics
67,The quality exceeded my expectations completely. Highly recommended!,positive,5,Books
394,"Simply outstanding, exceeded all my hopes. Highly recommended!",positive,5,Electronics
580,Outstanding customer service and great product quality. Loved it.,positive,5,Toys
990,"Completely disappointed, total waste of money. Awful.",negative,2,Clothing
212,"Highly satisfied customer, great product overall. Great!",positive,5,Home & Kitchen
1160,Stopped working within a week of purchase. Garbage.,negative,2,Toys
782,"Low quality materials, very bad build. Never again.",negative,1,Books
537,"This product is absolutely amazing, I love it so much! Amazing!",positive,4,Sports
775,"Worst purchase ever, totally useless product. Very bad.",negative,1,Automotive
662,"Does not work as advertised, very misleading. Very bad.",negative,1,Clothing
86,Outstanding customer service and great product quality. Highly recommended!,positive,5,Electronics
1350,"Standard quality product, as expected for price. Maybe try it.",neutral,3,Home & Kitchen
1217,Works fine for occasional use I suppose. Average.,neutral,3,Electronics
916,"Does not work as advertised, very misleading. Never again.",negative,1,Books
661,"Very poor quality, fell apart immediately. Zero stars.",negative,2,Home & Kitchen
1351,"It is alright, not what I expected though. It is alright.",neutral,3,Electronics
631,"Very poor quality, fell apart immediately. Zero stars.",negative,1,Sports
1034,"Low quality materials, very bad build. Garbage.",negative,1,Home & Kitchen
1400,"Meets basic requirements, nothing more to say. Your call.",neutral,3,Electronics
1093,"Nothing like described, very disappointing. Awful.",negative,1,Clothing
274,"Perfect in every way, could not ask for more. Amazing!",positive,5,Home & Kitchen
723,"Complete garbage, avoid at all costs. Very bad.",negative,1,Automotive
363,"Love everything about this, truly wonderful. Loved it.",positive,5,Home & Kitchen
623,"Terrible product, broke after just one day of use. Never again.",negative,1,Beauty
3,"Delighted with this purchase, thank you so much. Amazing!",positive,4,Electronics
7,Really impressed with how well this works. Amazing!,positive,5,Toys
312,"This product is absolutely amazing, I love it so much! Loved it.",positive,5,Clothing
1168,Overpriced junk that does not function at all. Never again.,negative,2,Sports
939,Customer support is nonexistent and unhelpful. Zero stars.,negative,1,Sports
1478,"Meets basic requirements, nothing more to say. Maybe try it.",neutral,3,Home & Kitchen
216,"Works like a charm, absolutely fantastic. Loved it.",positive,5,Clothing
1321,"Delivery was fine, product is functional enough. It is alright.",neutral,3,Books
28,"Highly satisfied customer, great product overall. Highly recommended!",positive,5,Books
1466,Works fine for occasional use I suppose. Maybe try it.,neutral,3,Clothing
1025,"Low quality materials, very bad build. Zero stars.",negative,1,Automotive
786,"Nothing like described, very disappointing. Garbage.",negative,2,Books
639,"Very poor quality, fell apart immediately. Very bad.",negative,2,Home & Kitchen
830,Extremely unhappy with this purchase. Garbage.,negative,1,Sports
827,"Does not work as advertised, very misleading. Zero stars.",negative,2,Toys
625,The product is dangerous and poorly made. Zero stars.,negative,1,Beauty
850,"Broke immediately, absolutely worthless. Zero stars.",negative,2,Home & Kitchen
257,The quality exceeded my expectations completely. 10/10!,positive,5,Toys
26,Outstanding customer service and great product quality. Highly recommended!,positive,4,Automotive
337,"Simply outstanding, exceeded all my hopes. Highly recommended!",positive,5,Home & Kitchen
573,"Excellent value for money, very happy with my purchase. Highly recommended!",positive,5,Toys
48,"Simply outstanding, exceeded all my hopes. Loved it.",positive,5,Sports
107,"This changed my life, absolutely brilliant product. Amazing!",positive,5,Sports
350,"Simply outstanding, exceeded all my hopes. Loved it.",positive,5,Electronics
56,Really impressed with how well this works. 10/10!,positive,5,Automotive
809,"Regret buying this, complete waste of money. Awful.",negative,2,Clothing
214,Five stars! Will definitely buy again. 10/10!,positive,5,Clothing
121,Great craftsmanship and very durable product. Loved it.,positive,5,Books
870,"Horrible experience, would never buy again. Awful.",negative,1,Automotive
856,"Regret buying this, complete waste of money. Awful.",negative,1,Electronics
73,"Perfect in every way, could not ask for more. Highly recommended!",positive,4,Books
1381,"Product arrived on time, seems okay so far. Fair enough.",neutral,3,Beauty
721,"Worst purchase ever, totally useless product. Awful.",negative,1,Electronics
46,"This product is absolutely amazing, I love it so much! Great!",positive,5,Electronics
1264,"Product arrived on time, seems okay so far. Average.",neutral,3,Clothing
524,"Simply outstanding, exceeded all my hopes. 10/10!",positive,5,Books
869,"Very poor quality, fell apart immediately. Awful.",negative,1,Home & Kitchen
1108,"Does not work as advertised, very misleading. Awful.",negative,1,Toys
1275,"Neither great nor terrible, just okay overall. Maybe try it.",neutral,3,Automotive
803,"Very poor quality, fell apart immediately. Zero stars.",negative,1,Books
534,"Simply outstanding, exceeded all my hopes. Amazing!",positive,5,Electronics
1138,"Awful customer service, no help whatsoever. Zero stars.",negative,1,Clothing
604,"Defective product, very frustrating experience. Awful.",negative,2,Home & Kitchen
466,"Highly satisfied customer, great product overall. Loved it.",positive,5,Sports
1203,"Standard quality product, as expected for price. Fair enough.",neutral,3,Electronics
1278,Acceptable for the price point given. Maybe try it.,neutral,3,Clothing
1444,"Standard quality product, as expected for price. Your call.",neutral,3,Clothing
989,"Defective product, very frustrating experience. Garbage.",negative,1,Books
61,Wonderful experience from start to finish. Great!,positive,5,Beauty
886,"Awful customer service, no help whatsoever. Very bad.",negative,1,Sports
93,"Excellent value for money, very happy with my purchase. 10/10!",positive,4,Clothing
667,Terrible smell and poor packaging overall. Garbage.,negative,2,Electronics
706,"Worst purchase ever, totally useless product. Awful.",negative,2,Beauty
195,"Highly satisfied customer, great product overall. Great!",positive,5,Home & Kitchen
281,Outstanding customer service and great product quality. Highly recommended!,positive,5,Electronics
696,Overpriced junk that does not function at all. Never again.,negative,1,Beauty
360,"Love everything about this, truly wonderful. Highly recommended!",positive,5,Beauty
520,"Perfect in every way, could not ask for more. 10/10!",positive,5,Toys
813,"Regret buying this, complete waste of money. Zero stars.",negative,2,Electronics
768,"Low quality materials, very bad build. Zero stars.",negative,1,Clothing
183,Wonderful experience from start to finish. Amazing!,positive,4,Books
1487,"Product arrived on time, seems okay so far. Average.",neutral,3,Sports
111,Five stars! Will definitely buy again. Amazing!,positive,5,Toys
43,"Incredible performance, beats all competitors easily. Amazing!",positive,4,Automotive
1007,"Does not work as advertised, very misleading. Awful.",negative,1,Automotive
205,"Delighted with this purchase, thank you so much. Amazing!",positive,4,Automotive
821,"Broke immediately, absolutely worthless. Zero stars.",negative,1,Electronics
53,"Best purchase I have ever made, works perfectly. Great!",positive,5,Beauty
546,"Perfect in every way, could not ask for more. Highly recommended!",positive,5,Beauty
1132,"Low quality materials, very bad build. Never again.",negative,2,Books
1158,Terrible smell and poor packaging overall. Very bad.,negative,1,Beauty
1468,"Standard quality product, as expected for price. Maybe try it.",neutral,3,Sports
911,Extremely unhappy with this purchase. Never again.,negative,1,Toys
184,Outstanding customer service and great product quality. Loved it.,positive,4,Sports
138,Really impressed with how well this works. Amazing!,positive,4,Clothing
1150,"Does not work as advertised, very misleading. Very bad.",negative,1,Sports
81,Five stars! Will definitely buy again. 10/10!,positive,5,Automotive
1213,"Meets basic requirements, nothing more to say. Average.",neutral,3,Toys
106,"Best purchase I have ever made, works perfectly. 10/10!",positive,5,Sports
542,"Incredible performance, beats all competitors easily. Amazing!",positive,5,Automotive
1314,"Meets basic requirements, nothing more to say. It is alright.",neutral,3,Toys
481,"Delighted with this purchase, thank you so much. 10/10!",positive,5,Electronics
166,"Highly satisfied customer, great product overall. Amazing!",positive,5,Home & Kitchen
249,Five stars! Will definitely buy again. Amazing!,positive,4,Automotive
308,Great craftsmanship and very durable product. 10/10!,positive,5,Books
447,"This product is absolutely amazing, I love it so much! Great!",positive,5,Electronics
747,"Low quality materials, very bad build. Very bad.",negative,2,Sports
335,Wonderful experience from start to finish. 10/10!,positive,5,Toys
98,"Superb quality and fast delivery, very satisfied. 10/10!",positive,5,Beauty
760,"Very poor quality, fell apart immediately. Awful.",negative,1,Toys
738,"Absolute nightmare, returning this immediately. Very bad.",negative,2,Home & Kitchen
837,The product is dangerous and poorly made. Never again.,negative,1,Books
943,"Horrible experience, would never buy again. Garbage.",negative,1,Toys
103,"Delighted with this purchase, thank you so much. Loved it.",positive,4,Sports
435,"Simply outstanding, exceeded all my hopes. Amazing!",positive,4,Beauty
75,"Incredible performance, beats all competitors easily. Great!",positive,5,Home & Kitchen
1341,Acceptable for the price point given. Average.,neutral,3,Clothing
1125,Stopped working within a week of purchase. Never again.,negative,1,Electronics
1360,Acceptable for the price point given. Your call.,neutral,3,Automotive
303,"Delighted with this purchase, thank you so much. Highly recommended!",positive,4,Toys
1263,"Neither great nor terrible, just okay overall. Your call.",neutral,3,Sports
1224,Works fine for occasional use I suppose. Average.,neutral,3,Toys
734,Terrible smell and poor packaging overall. Never again.,negative,1,Clothing
389,"Works like a charm, absolutely fantastic. Amazing!",positive,4,Books
236,Great craftsmanship and very durable product. Great!,positive,5,Books
1246,Mediocre quality but works for now. Fair enough.,neutral,3,Beauty
268,"Best purchase I have ever made, works perfectly. Loved it.",positive,4,Electronics
306,"Best purchase I have ever made, works perfectly. Highly recommended!",positive,5,Home & Kitchen
118,The best thing I have bought this year. Amazing!,positive,5,Home & Kitchen
1212,"Does what it says, no more no less. Maybe try it.",neutral,3,Electronics
674,"Very poor quality, fell apart immediately. Never again.",negative,1,Toys
250,"Excellent value for money, very happy with my purchase. Amazing!",positive,5,Toys
1094,"Completely disappointed, total waste of money. Awful.",negative,2,Beauty
1080,"Regret buying this, complete waste of money. Never again.",negative,1,Electronics
72,"Perfect in every way, could not ask for more. 10/10!",positive,4,Books
95,Five stars! Will definitely buy again. Amazing!,positive,5,Toys
848,"Nothing like described, very disappointing. Never again.",negative,2,Clothing
34,"Simply outstanding, exceeded all my hopes. Highly recommended!",positive,5,Home & Kitchen
1101,"Worst purchase ever, totally useless product. Never again.",negative,1,Books
449,The best thing I have bought this year. Highly recommended!,positive,5,Sports
446,"Works like a charm, absolutely fantastic. Highly recommended!",positive,4,Toys
772,The product is dangerous and poorly made. Awful.,negative,1,Clothing
717,"Horrible experience, would never buy again. Zero stars.",negative,1,Sports
887,"Worst purchase ever, totally useless product. Awful.",negative,2,Beauty
1245,"Delivery was fine, product is functional enough. Fair enough.",neutral,3,Toys
901,Stopped working within a week of purchase. Awful.,negative,1,Home & Kitchen
1036,"Awful customer service, no help whatsoever. Zero stars.",negative,2,Beauty
78,"Best purchase I have ever made, works perfectly. Loved it.",positive,4,Sports
85,Great craftsmanship and very durable product. Great!,positive,4,Books
835,"Does not work as advertised, very misleading. Never again.",negative,1,Electronics
83,"Fantastic experience, highly recommend to everyone. Great!",positive,5,Toys
458,"Fantastic experience, highly recommend to everyone. 10/10!",positive,5,Beauty
919,"Complete garbage, avoid at all costs. Zero stars.",negative,2,Sports
677,"Very poor quality, fell apart immediately. Zero stars.",negative,1,Sports
985,"Worst purchase ever, totally useless product. Awful.",negative,2,Sports
1240,"Neither great nor terrible, just okay overall. Fair enough.",neutral,3,Toys
437,"Perfect in every way, could not ask for more. Highly recommended!",positive,5,Toys
771,"Worst purchase ever, totally useless product. Very bad.",negative,1,Toys
645,"Regret buying this, complete waste of money. Very bad.",negative,2,Automotive
1120,"Regret buying this, complete waste of money. Very bad.",negative,1,Books
906,The product is dangerous and poorly made. Zero stars.,negative,1,Books
1194,"Low quality materials, very bad build. Very bad.",negative,1,Electronics
405,"This changed my life, absolutely brilliant product. 10/10!",positive,5,Books
1304,"Neither great nor terrible, just okay overall. Maybe try it.",neutral,3,Automotive
934,Stopped working within a week of purchase. Never again.,negative,1,Sports
1486,Works fine for occasional use I suppose. Maybe try it.,neutral,3,Books
105,"Highly satisfied customer, great product overall. Great!",positive,5,Toys
610,"Defective product, very frustrating experience. Very bad.",negative,1,Beauty
1456,Works fine for occasional use I suppose. Your call.,neutral,3,Home & Kitchen
689,Customer support is nonexistent and unhelpful. Never again.,negative,1,Clothing
949,"Completely disappointed, total waste of money. Zero stars.",negative,1,Clothing
932,"Complete garbage, avoid at all costs. Awful.",negative,2,Beauty
63,Outstanding customer service and great product quality. Loved it.,positive,5,Sports
282,Outstanding customer service and great product quality. Loved it.,positive,5,Sports
779,Customer support is nonexistent and unhelpful. Zero stars.,negative,1,Clothing
1394,"Neither great nor terrible, just okay overall. Average.",neutral,3,Toys
239,"Love everything about this, truly wonderful. Great!",positive,5,Electronics
224,"This product is absolutely amazing, I love it so much! 10/10!",positive,5,Sports
146,"This product is absolutely amazing, I love it so much! Loved it.",positive,4,Home & Kitchen
1399,"It works as described, nothing special about it. Average.",neutral,3,Books
374,Really impressed with how well this works. Loved it.,positive,5,Clothing
1229,"Delivery was fine, product is functional enough. Average.",neutral,3,Beauty
119,"This product is absolutely amazing, I love it so much! Great!",positive,5,Beauty
1167,"Very poor quality, fell apart immediately. Zero stars.",negative,2,Beauty
251,"Love everything about this, truly wonderful. Great!",positive,5,Beauty
1445,"Does what it says, no more no less. Average.",neutral,3,Clothing
1023,"Awful customer service, no help whatsoever. Garbage.",negative,1,Books
10,"Incredible performance, beats all competitors easily. Highly recommended!",positive,4,Sports
450,The best thing I have bought this year. Loved it.,positive,5,Beauty
883,"Regret buying this, complete waste of money. Zero stars.",negative,1,Clothing
709,"Worst purchase ever, totally useless product. Garbage.",negative,1,Toys
256,"Fantastic experience, highly recommend to everyone. Highly recommended!",positive,5,Toys
594,Five stars! Will definitely buy again. Highly recommended!,positive,5,Sports
390,The best thing I have bought this year. Highly recommended!,positive,5,Electronics
1088,"Horrible experience, would never buy again. Very bad.",negative,1,Books
1201,"It works as described, nothing special about it. Fair enough.",neutral,3,Books
558,"Highly satisfied customer, great product overall. Highly recommended!",positive,4,Automotive
1288,"Delivery was fine, product is functional enough. Maybe try it.",neutral,3,Home & Kitchen
840,Terrible smell and poor packaging overall. Garbage.,negative,1,Toys
461,The best thing I have bought this year. 10/10!,positive,4,Automotive
